PROD_ID,CUST_ID,TIME_ID,CHANNEL_ID,PROMO_ID,QUANTITY_SOLD,AMOUNT_SOLD
13,987,1/10/2019,3,999,1,1232.16
13,1660,1/10/2019,3,999,1,1232.16
13,1762,1/10/2019,3,999,1,1232.16
13,1843,1/10/2019,3,999,1,1232.16
13,1948,1/10/2019,3,999,1,1232.16
13,2273,1/10/2019,3,999,1,1232.16
13,2380,1/10/2019,3,999,1,1232.16
13,2683,1/10/2019,3,999,1,1232.16
13,2865,1/10/2019,3,999,1,1232.16
13,4663,1/10/2019,3,999,1,1232.16
13,5203,1/10/2019,3,999,1,1232.16
13,5321,1/10/2019,3,999,1,1232.16
13,5590,1/10/2019,3,999,1,1232.16
13,6277,1/10/2019,3,999,1,1232.16
13,6859,1/10/2019,3,999,1,1232.16
13,8540,1/10/2019,3,999,1,1232.16
13,9076,1/10/2019,3,999,1,1232.16
13,12099,1/10/2019,3,999,1,1232.16
13,35834,1/10/2019,3,999,1,1232.16
13,524,1/20/2019,2,999,1,1205.99
13,188,1/20/2019,3,999,1,1232.16
13,361,1/20/2019,3,999,1,1232.16
13,531,1/20/2019,3,999,1,1232.16
13,659,1/20/2019,3,999,1,1232.16
13,848,1/20/2019,3,999,1,1232.16
13,949,1/20/2019,3,999,1,1232.16
13,1242,1/20/2019,3,999,1,1232.16
13,1291,1/20/2019,3,999,1,1232.16
13,1422,1/20/2019,3,999,1,1232.16
13,1485,1/20/2019,3,999,1,1232.16
13,1580,1/20/2019,3,999,1,1232.16
13,1943,1/20/2019,3,999,1,1232.16
13,1959,1/20/2019,3,999,1,1232.16
13,2021,1/20/2019,3,999,1,1232.16
13,2142,1/20/2019,3,999,1,1232.16
13,3014,1/20/2019,3,999,1,1232.16
13,3053,1/20/2019,3,999,1,1232.16
13,3261,1/20/2019,3,999,1,1232.16
13,3783,1/20/2019,3,999,1,1232.16
13,3947,1/20/2019,3,999,1,1232.16
13,4523,1/20/2019,3,999,1,1232.16
13,5813,1/20/2019,3,999,1,1232.16
13,6543,1/20/2019,3,999,1,1232.16
13,7076,1/20/2019,3,999,1,1232.16
13,7421,1/20/2019,3,999,1,1232.16
13,8747,1/20/2019,3,999,1,1232.16
13,8787,1/20/2019,3,999,1,1232.16
13,8836,1/20/2019,3,999,1,1232.16
13,9052,1/20/2019,3,999,1,1232.16
13,9680,1/20/2019,3,999,1,1232.16
13,9802,1/20/2019,3,999,1,1232.16
13,10502,1/20/2019,3,999,1,1232.16
13,10844,1/20/2019,3,999,1,1232.16
13,14053,1/20/2019,3,999,1,1232.16
13,14457,1/20/2019,3,999,1,1232.16
13,17011,1/20/2019,3,999,1,1232.16
13,17566,1/20/2019,3,999,1,1232.16
13,17633,1/20/2019,3,999,1,1232.16
13,2,1/30/2019,3,999,1,1232.16
13,254,1/30/2019,3,999,1,1232.16
13,429,1/30/2019,3,999,1,1232.16
13,1298,1/30/2019,3,999,1,1232.16
13,1383,1/30/2019,3,999,1,1232.16
13,1758,1/30/2019,3,999,1,1232.16
13,1786,1/30/2019,3,999,1,1232.16
13,1849,1/30/2019,3,999,1,1232.16
13,1949,1/30/2019,3,999,1,1232.16
13,2004,1/30/2019,3,999,1,1232.16
13,2079,1/30/2019,3,999,1,1232.16
13,2310,1/30/2019,3,999,1,1232.16
13,2383,1/30/2019,3,999,1,1232.16
13,2914,1/30/2019,3,999,1,1232.16
13,2994,1/30/2019,3,999,1,1232.16
13,3215,1/30/2019,3,999,1,1232.16
13,3429,1/30/2019,3,999,1,1232.16
13,3960,1/30/2019,3,999,1,1232.16
13,4203,1/30/2019,3,999,1,1232.16
13,4759,1/30/2019,3,999,1,1232.16
13,4942,1/30/2019,3,999,1,1232.16
13,5681,1/30/2019,3,999,1,1232.16
13,6279,1/30/2019,3,999,1,1232.16
13,6417,1/30/2019,3,999,1,1232.16
13,6430,1/30/2019,3,999,1,1232.16
13,6913,1/30/2019,3,999,1,1232.16
13,7086,1/30/2019,3,999,1,1232.16
13,7468,1/30/2019,3,999,1,1232.16
13,7873,1/30/2019,3,999,1,1232.16
13,7902,1/30/2019,3,999,1,1232.16
13,8236,1/30/2019,3,999,1,1232.16
13,8686,1/30/2019,3,999,1,1232.16
13,8935,1/30/2019,3,999,1,1232.16
13,9039,1/30/2019,3,999,1,1232.16
13,9317,1/30/2019,3,999,1,1232.16
13,10268,1/30/2019,3,999,1,1232.16
13,11131,1/30/2019,3,999,1,1232.16
13,11453,1/30/2019,3,999,1,1232.16
13,12783,1/30/2019,3,999,1,1232.16
13,15826,1/30/2019,3,999,1,1232.16
13,26631,1/30/2019,3,999,1,1232.16
13,343,2/10/2019,3,999,1,1237.31
13,966,2/10/2019,3,999,1,1237.31
13,1946,2/10/2019,3,999,1,1237.31
13,2113,2/10/2019,3,999,1,1237.31
13,2125,2/10/2019,3,999,1,1237.31
13,2530,2/10/2019,3,999,1,1237.31
13,2839,2/10/2019,3,999,1,1237.31
13,3454,2/10/2019,3,999,1,1237.31
13,3548,2/10/2019,3,999,1,1237.31
13,4700,2/10/2019,3,999,1,1237.31
13,5164,2/10/2019,3,999,1,1237.31
13,5475,2/10/2019,3,999,1,1237.31
13,5731,2/10/2019,3,999,1,1237.31
13,6955,2/10/2019,3,999,1,1237.31
13,7078,2/10/2019,3,999,1,1237.31
13,7995,2/10/2019,3,999,1,1237.31
13,10978,2/10/2019,3,999,1,1237.31
13,12824,2/10/2019,3,999,1,1237.31
13,15217,2/10/2019,3,999,1,1237.31
13,17081,2/10/2019,3,999,1,1237.31
13,26626,2/10/2019,3,999,1,1237.31
13,186,2/21/2019,3,999,1,1237.31
13,238,2/21/2019,3,999,1,1237.31
13,288,2/21/2019,3,999,1,1237.31
13,299,2/21/2019,3,999,1,1237.31
13,314,2/21/2019,3,999,1,1237.31
13,411,2/21/2019,3,999,1,1237.31
13,533,2/21/2019,3,999,1,1237.31
13,788,2/21/2019,3,999,1,1237.31
13,953,2/21/2019,3,999,1,1237.31
13,1155,2/21/2019,3,999,1,1237.31
13,1255,2/21/2019,3,999,1,1237.31
13,1462,2/21/2019,3,999,1,1237.31
13,1838,2/21/2019,3,999,1,1237.31
13,1998,2/21/2019,3,999,1,1237.31
13,2600,2/21/2019,3,999,1,1237.31
13,2760,2/21/2019,3,999,1,1237.31
13,2855,2/21/2019,3,999,1,1237.31
13,3087,2/21/2019,3,999,1,1237.31
13,3317,2/21/2019,3,999,1,1237.31
13,3643,2/21/2019,3,999,1,1237.31
13,3720,2/21/2019,3,999,1,1237.31
13,4230,2/21/2019,3,999,1,1237.31
13,4622,2/21/2019,3,999,1,1237.31
13,4881,2/21/2019,3,999,1,1237.31
13,4974,2/21/2019,3,999,1,1237.31
13,5696,2/21/2019,3,999,1,1237.31
13,5724,2/21/2019,3,999,1,1237.31
13,6612,2/21/2019,3,999,1,1237.31
13,6905,2/21/2019,3,999,1,1237.31
13,8345,2/21/2019,3,999,1,1237.31
13,9366,2/21/2019,3,999,1,1237.31
13,11407,2/21/2019,3,999,1,1237.31
13,11702,2/21/2019,3,999,1,1237.31
13,12539,2/21/2019,3,999,1,1237.31
13,12809,2/21/2019,3,999,1,1237.31
13,25244,2/21/2019,3,999,1,1237.31
13,28526,2/21/2019,3,999,1,1237.31
13,33722,2/21/2019,3,999,1,1237.31
13,40417,2/21/2019,3,999,1,1237.31
13,122,2/25/2019,3,999,1,1232.99
13,220,2/25/2019,3,999,1,1232.99
13,276,2/25/2019,3,999,1,1232.99
13,307,2/25/2019,3,999,1,1232.99
13,383,2/25/2019,3,999,1,1232.99
13,411,2/25/2019,3,999,1,1232.99
13,657,2/25/2019,3,999,1,1232.99
13,953,2/25/2019,3,999,1,1232.99
13,1154,2/25/2019,3,999,1,1232.99
13,1255,2/25/2019,3,999,1,1232.99
13,1455,2/25/2019,3,999,1,1232.99
13,1567,2/25/2019,3,999,1,1232.99
13,1837,2/25/2019,3,999,1,1232.99
13,2084,2/25/2019,3,999,1,1232.99
13,2211,2/25/2019,3,999,1,1232.99
13,2600,2/25/2019,3,999,1,1232.99
13,2760,2/25/2019,3,999,1,1232.99
13,2855,2/25/2019,3,999,1,1232.99
13,3316,2/25/2019,3,999,1,1232.99
13,3539,2/25/2019,3,999,1,1232.99
13,3720,2/25/2019,3,999,1,1232.99
13,4120,2/25/2019,3,999,1,1232.99
13,4621,2/25/2019,3,999,1,1232.99
13,4881,2/25/2019,3,999,1,1232.99
13,4973,2/25/2019,3,999,1,1232.99
13,5696,2/25/2019,3,999,1,1232.99
13,5723,2/25/2019,3,999,1,1232.99
13,6612,2/25/2019,3,999,1,1232.99
13,8324,2/25/2019,3,999,1,1232.99
13,9366,2/25/2019,3,999,1,1232.99
13,11403,2/25/2019,3,999,1,1232.99
13,11457,2/25/2019,3,999,1,1232.99
13,12119,2/25/2019,3,999,1,1232.99
13,12539,2/25/2019,3,999,1,1232.99
13,25244,2/25/2019,3,999,1,1232.99
13,28522,2/25/2019,3,999,1,1232.99
13,33717,2/25/2019,3,999,1,1232.99
13,33722,2/25/2019,3,999,1,1232.99
13,33748,2/25/2019,3,999,1,1232.99
13,945,3/10/2019,3,999,1,1232.99
13,987,3/10/2019,3,999,1,1232.99
13,1844,3/10/2019,3,999,1,1232.99
13,2128,3/10/2019,3,999,1,1232.99
13,2380,3/10/2019,3,999,1,1232.99
13,2423,3/10/2019,3,999,1,1232.99
13,2683,3/10/2019,3,999,1,1232.99
13,2869,3/10/2019,3,999,1,1232.99
13,5203,3/10/2019,3,999,1,1232.99
13,6277,3/10/2019,3,999,1,1232.99
13,9035,3/10/2019,3,999,1,1232.99
13,12099,3/10/2019,3,999,1,1232.99
13,35834,3/10/2019,3,999,1,1232.99
14,205,1/3/2019,3,999,1,1108.99
14,228,1/3/2019,3,999,1,1108.99
14,5378,1/3/2019,3,999,1,1108.99
14,7983,1/3/2019,3,999,1,1108.99
14,9728,1/3/2019,3,999,1,1108.99
14,26448,1/3/2019,3,999,1,1108.99
14,205,1/3/2019,4,999,1,1108.99
14,228,1/3/2019,4,999,1,1108.99
14,5378,1/3/2019,4,999,1,1108.99
14,2,1/5/2019,2,999,1,1259.99
14,429,1/5/2019,2,999,1,1259.99
14,2903,1/5/2019,2,999,1,1259.99
14,3001,1/5/2019,2,999,1,1259.99
14,4759,1/5/2019,2,999,1,1259.99
14,9038,1/5/2019,2,999,1,1259.99
14,12783,1/5/2019,2,999,1,1259.99
14,2,1/5/2019,3,999,1,1259.99
14,429,1/5/2019,3,999,1,1259.99
14,1297,1/5/2019,3,999,1,1259.99
14,1441,1/5/2019,3,999,1,1259.99
14,1846,1/5/2019,3,999,1,1259.99
14,2903,1/5/2019,3,999,1,1259.99
14,2994,1/5/2019,3,999,1,1259.99
14,4759,1/5/2019,3,999,1,1259.99
14,6279,1/5/2019,3,999,1,1259.99
14,6430,1/5/2019,3,999,1,1259.99
14,12783,1/5/2019,3,999,1,1259.99
14,2994,1/5/2019,4,999,1,1265.03
14,6279,1/5/2019,4,999,1,1265.03
14,9038,1/5/2019,4,999,1,1265.03
14,915,1/10/2019,3,999,1,1264.4
14,932,1/10/2019,3,999,1,1264.4
14,1689,1/10/2019,3,999,1,1264.4
14,1847,1/10/2019,3,999,1,1264.4
14,1948,1/10/2019,3,999,1,1264.4
14,2077,1/10/2019,3,999,1,1264.4
14,2883,1/10/2019,3,999,1,1264.4
14,3550,1/10/2019,3,999,1,1264.4
14,3557,1/10/2019,3,999,1,1264.4
14,4518,1/10/2019,3,999,1,1264.4
14,6221,1/10/2019,3,999,1,1264.4
14,6859,1/10/2019,3,999,1,1264.4
14,6957,1/10/2019,3,999,1,1264.4
14,7083,1/10/2019,3,999,1,1264.4
14,7872,1/10/2019,3,999,1,1264.4
14,8685,1/10/2019,3,999,1,1264.4
14,26630,1/10/2019,3,999,1,1264.4
14,29313,1/10/2019,3,999,1,1264.4
14,10007,1/14/2019,2,999,1,1124.52
14,10007,1/14/2019,3,999,1,1124.52
14,10007,1/14/2019,4,999,1,1124.52
14,965,1/16/2019,4,999,1,1108.99
14,10667,1/17/2019,2,999,1,1124.52
14,3047,1/17/2019,3,999,1,1112.87
14,8318,1/17/2019,3,999,1,1112.87
14,9882,1/17/2019,3,999,1,1112.87
14,10667,1/17/2019,3,999,1,1112.87
14,19683,1/17/2019,3,999,1,1112.87
14,22478,1/17/2019,3,999,1,1112.87
14,3047,1/17/2019,4,999,1,1112.87
14,8318,1/17/2019,4,999,1,1112.87
14,22478,1/17/2019,4,999,1,1112.87
14,5028,1/18/2019,3,999,1,1124.52
14,5028,1/18/2019,4,999,1,1124.52
14,1385,1/19/2019,2,999,1,1108.99
14,2622,1/19/2019,3,999,1,1108.99
14,27197,1/20/2019,2,999,1,1163.47
14,387,1/20/2019,3,999,1,1277.63
14,2073,1/20/2019,3,999,1,1277.63
14,3947,1/20/2019,3,999,1,1277.63
14,5847,1/20/2019,3,999,1,1277.63
14,6543,1/20/2019,3,999,1,1277.63
14,10844,1/20/2019,3,999,1,1277.63
14,12605,1/20/2019,3,999,1,1277.63
14,27197,1/20/2019,3,999,1,1277.63
14,3618,1/21/2019,2,999,1,1108.99
14,14,1/21/2019,3,999,1,1264.4
14,181,1/21/2019,3,999,1,1264.4
14,188,1/21/2019,3,999,1,1264.4
14,249,1/21/2019,3,999,1,1264.4
14,531,1/21/2019,3,999,1,1264.4
14,949,1/21/2019,3,999,1,1264.4
14,1260,1/21/2019,3,999,1,1264.4
14,1386,1/21/2019,3,999,1,1264.4
14,1423,1/21/2019,3,999,1,1264.4
14,1758,1/21/2019,3,999,1,1264.4
14,1959,1/21/2019,3,999,1,1264.4
14,2000,1/21/2019,3,999,1,1264.4
14,2004,1/21/2019,3,999,1,1264.4
14,2013,1/21/2019,3,999,1,1264.4
14,2762,1/21/2019,3,999,1,1264.4
14,3014,1/21/2019,3,999,1,1264.4
14,3268,1/21/2019,3,999,1,1264.4
14,3618,1/21/2019,3,999,1,1264.4
14,3783,1/21/2019,3,999,1,1264.4
14,4414,1/21/2019,3,999,1,1264.4
14,5813,1/21/2019,3,999,1,1264.4
14,6264,1/21/2019,3,999,1,1264.4
14,6394,1/21/2019,3,999,1,1264.4
14,6488,1/21/2019,3,999,1,1264.4
14,7076,1/21/2019,3,999,1,1264.4
14,7993,1/21/2019,3,999,1,1264.4
14,9052,1/21/2019,3,999,1,1264.4
14,9680,1/21/2019,3,999,1,1264.4
14,14053,1/21/2019,3,999,1,1264.4
14,16247,1/21/2019,3,999,1,1264.4
14,25938,1/21/2019,3,999,1,1264.4
14,39084,1/21/2019,3,999,1,1264.4
14,3618,1/21/2019,4,999,1,1108.99
14,249,1/22/2019,3,999,1,1239.99
14,1758,1/22/2019,3,999,1,1239.99
14,2004,1/22/2019,3,999,1,1239.99
14,8825,1/22/2019,3,999,1,1239.99
14,8825,1/22/2019,4,999,1,1124.52
14,10002,1/23/2019,2,999,1,1176.23
